Text,Emotion
try feel confident ever eyes meet feel strong like gym exercise machines could lbs average always wanted,joy
could understand survivor reading might first feel offended talking abstract forms rape,anger
feel honored even mentioned sentence derek,joy
visit brand first time feel surprised many accessaries website,surprise
talk dogs feel cannot understand words read emotions know supportive decided go home,love
focus injustice anger rises feel frustrated know cannot change things,anger
want feel way passionate connection longer separate two,joy
dont want wax draw anything need unibrow maybe get rid spare hairs creeping toward eyelid im feeling brave,joy
believe possible joyful full thanks feeling overwhelmed exhausted life,surprise
feeling quite groggy days race glands neck sore swollen could tell body fighting bug kind,sadness
always feel humiliated,sadness
waiting girlfriend come apt mine late thought something awful happened,fear
drink feelings get numb,sadness
feel totally exhausted tired,sadness
feel learn things dont turn perfect,joy
kinda feel relaxed blog one,joy
feel lucky simply known life proud dad,joy
able head shot someone end football field feel threatened,fear
tried write normal ignored feelings throwing unsuccessful relationship boy,sadness
even like play negative feelings becoming curious,surprise
im wanting look makes people feel ok ask questions,joy
feel seeing clash alarmed changes planet rather laconic whole thing,fear
feel valued contributing know share id discovered others,joy
spray body afternoons beat heat refreshing doesnt sting unlike regular baby colognes fresh scent energizing thing need keep feeling drained lazy intense heat,sadness
feel lot less irritable,anger
havent let truley sink depressed state mind feeling like everyone trusting one basically wanting die since freshman year,joy
feeling doubtful,fear
think quality submissions authors conforming writing genres feel get accepted publisher,joy
feel damaged gt gt gt religion let happen children mine,sadness
wasnt feeling like going easter holidays dont even know least hope days productive,joy
feel lost days,sadness
boyfriend split came friends house visiting male friend confrontation another room tried find aroused friend feeling parts,anger
feel shows around show horses people trusting relaxed show horses safe quiet handled frequently,joy
smirk folks use outlook feel like superior smarter person surrounded fools,joy
admit ive feeling kinda homesick past couple days,sadness
lambrusco quality much higher lot wines feel smart buy like little sweet little bubbly,joy
feel like missed point book therefore feel kind dumb,sadness
thinking keeping current feel need keep entertained babysat giving work projects needed,joy
trying feel bitter else feel seems desire pretty much impossible,anger
hate feeling needy need approval need money need direction need physical mental strength even need particular someone need knowing lack need,sadness
upset last days ok clouds clearing feeling positive,joy
feel xs indecisive,fear
friendly easy talk open knowing friend top approach cos feel intimidated know want offend somebody shut,fear
didnt feel disheartened,sadness
feel somewhat jaded tired discussion,sadness
feel slutty,love
know never commit incest feels much charming,joy
feel must write owls fearless brave,joy
going years worth photos feel pleased come far,joy
feel like im getting admit stunned realized list entire laundry list impossible pie sky dreams,surprise
kept strong feeling moving something stayed punished stepping,sadness
chinese mum chinese sisters spent two important years life china someone knows conversation like one feel pretty hopeless power education,sadness
put forward social diktats make feel rebellious towards authority,anger
feel politics shocked going realm though think time important considering everything going world stage usa,surprise
im feeling quite joyful today,joy
managed km one go feeling really exhausted afterwards survived,sadness
walked near hotel felt obvious uneasy warnings petty crime read guidebook maybe residual years ago left feeling threatened,fear
hate feeling needy vulnerable something someone sometimes seems like youre addict,sadness
im probably least talkative person group always feel glad going even intense uncomfortable feel vulnerable,joy
look say nicely friendly well im sorry feel way apologize angered stormed saying dont need shit good night overall im till friday thankfully,anger
